code	url	creator	created_t	last_modified_t	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	origins	origins_tags	labels	labels_tags	emb_codes	emb_codes_tags	cities	cities_tags	purchase_places	stores	ingredients_text	traces	traces_tags	serving_size	no_nutriments	additives_n	additives	additives_tags	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	main_category	image_url	image_small_url	energy_100g	proteins_100g	carbohydrates_100g	sugars_100g	starch_100g	polyols_100g	fat_100g	saturated-fat_100g	monoinsaturated-fat_100g	polyinsaturated-fat_100g	omega-3-fat_100g	omega-6-fat_100g	trans-fat_100g	cholesterol_100g	fiber_100g	sodium_100g	alcohol_100g	vitamin-a_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	carbon-footprint_100g																																																																	
3336970202050	http://fr.openfoodfacts.org/produit/3336970202050	grdscarabe	1350240596	1350245164	Croutons Fromage	Croûtons au fromage	90 g	sachet plastique	sachet-plastique	Vico	vico	Croutons	croutons			sans colorant	sans conservateur	sans-conservateur	sans-colorant							Farine de blé	 huile végétale	 lactosérum	 sel	 levure	 arôme	 fromage en poudre 0.7%	 extrait d'orge maltée	 exhausteurs de goût : glutamate monosodique	 guanylate disodique et inosinate disodique	gluten	dérivés laitiers	oeuf	sésame	gluten	derives-laitiers	oeuf	sesame	30g		3		e621	e627	e631	0			1		huile-vegetale	Croutons	http://fr.openfoodfacts.org/images/products/333/697/020/2050/front.7.400.jpg	http://fr.openfoodfacts.org/images/products/333/697/020/2050/front.7.200.jpg	2069	11	57	2.2			24	11							3.1	0.8																																																																													
3564700434413	http://fr.openfoodfacts.org/produit/3564700434413	elia	1350843462	1352774007	Croûtons saveur fromage	Croûtons saveur fromage	90 g	Sachet	Plastique	sachet	plastique	Epi d'Or	epi-d-or	Croûtons	croutons									Nantes	France	Leclerc	Farine de blé (dont farine de blé malté)	 huile de palme	 arôme (dont lactose)	 margarine (huiles et graisses végétales en l'état et hydrogénées (palme	 palmiste	 colza)	 sel	 émulsifiant : E471	 correcteur d'acidité : E330)	 levure	 sel	 lactose	 fromage fondu en poudre 0.25 % (fromage	 sels de fonte : E339	 E452)	 protéines de lait.			30g		4		e471	e330	e339	e452	1		huile-de-palme	1		e471-mono-et-diglycerides-d-acides-gras-alimentaires	Croutons	http://fr.openfoodfacts.org/images/products/356/470/043/4413/front.6.400.jpg	http://fr.openfoodfacts.org/images/products/356/470/043/4413/front.6.200.jpg	2250	8.5	51	6.5			33	17							1.5	0.67																																																																											
3245413734020	http://fr.openfoodfacts.org/produit/3245413734020	jerome	1340053283	1352041559	Crème anglaise	Crème anglaise	50 cl	Brique	Carton	brique	carton	Carrefour	carrefour	Crème anglaise	creme-anglaise					FR 45.273.001 CE	fr-45-273-001-ce		saint-denis-de-l-hotel-loiret-france	Normandie	France	Carrefour Market	Lait partiellement écrémé	 sucre	 jaune d'œufs sucré (2%)	 épaississants : amidon modifié de maïs	 carraghénanes et gomme xanthane	 arômes vanille	 colorant : béta carotène (contient du soja).			125ml		2		e407	e415	0			1		e160a-beta-carotene	Creme-anglaise	http://fr.openfoodfacts.org/images/products/324/541/373/4020/front.3.400.jpg	http://fr.openfoodfacts.org/images/products/324/541/373/4020/front.3.200.jpg	389	3	15	14.5			2.2	1.1							0.2	0.05																																																																																						
3036812020681	http://fr.openfoodfacts.org/produit/3036812020681	lalorelei	1340655267	1344775994	Crème de champignons	Soupe aux champignons	80g	carton	papier	carton	papier	ROYCO	royco	Soupe	Soupe déshydratée	plats-prepares	soupes	soupes-deshydratees									Paris		amidon modifié de pomme de terre	 matière grasse végétale	 sirop de glucose	 sel	 exhausteurs de goût (chlorure de potassium	 glutamate	 inosinate et guanylate de sodium)	 protéines de lait	 arômes	 extrait de champignons 1.7%	 champignons de Paris 0.6%	 extrait de malt d'orge	 émulsifiant E471	 oignon	 persil	 extraits naturels de poivre et de muscade	 céleri	 farine de blé			20cl		2		e508	e471	0			2		huile-vegetale	e471-mono-et-diglycerides-d-acides-gras-alimentaires	Soupes déshydratées	http://fr.openfoodfacts.org/images/products/303/681/202/0681/front.4.400.jpg	http://fr.openfoodfacts.org/images/products/303/681/202/0681/front.4.200.jpg	174	0.5	4.3	0			2.5	1.4							0.1	0.29																																																																								
3451790421501	http://fr.openfoodfacts.org/produit/3451790421501	sevan	1337631098	1337631485	Crème fleurette de Normandie	Crème entière	33cL	Carton	carton	Elle&Vire	elle-vire	Crème fraîche	produits-laitiers	cremes	cremes-fraiches	Normandie	normandie			FR 50.139.001 CE	fr-50-139-001-ce		conde-sur-vire-manche-france			Crème de lait de Normandie	 émulsifiant : E471	 stabilisant : carraghénanes.					2		e471	e407	0			1		e471-mono-et-diglycerides-d-acides-gras-alimentaires	Crèmes fraîches	http://fr.openfoodfacts.org/images/products/345/179/042/1501/front.8.400.jpg	http://fr.openfoodfacts.org/images/products/345/179/042/1501/front.8.200.jpg																																																																																																											
3254560483545	http://fr.openfoodfacts.org/produit/3254560483545	nounours	1339917862	1362137046	Crème fluide entière	crème fraiche liquide stérilisée UHT	3 X 20 cl.	brique carton	brique-carton	Auchan	auchan	crème fraiche liquide	crème fraiche	produits laitiers	produits-laitiers	cremes	cremes-fraiches-liquides	cremes-fraiches	France	france			FR 50.139.001 CE	fr-50-139-001-ce		conde-sur-vire-manche-france			crème - émulsifiants : mono et diglycérides d'acides gras - esters lactiques des mono et diglycérides d'acides gras - stabilisant : carraghénanes			20g soit 2 cl soit 1 cuillère à soupe		2		e471	e407	0			1		e471-mono-et-diglycerides-d-acides-gras-alimentaires	Crèmes fraîches	http://fr.openfoodfacts.org/images/products/325/456/048/3545/front.17.400.jpg	http://fr.openfoodfacts.org/images/products/325/456/048/3545/front.17.200.jpg	1222	2.3	3.2	3.2			30	19.5							0	0.03																																																																																										
3155250004562	http://fr.openfoodfacts.org/produit/3155250004562	jerome	1340056421	1363714807	Crème légère fluide	Crème légère	20 cl	Brique	Carton	emballage recyclable	brique	carton	emballage-recyclable	Bridélice	bridelice	Crème fraîche liquide	produits-laitiers	cremes	cremes-fraiches-liquides	cremes-fraiches			Saveur de l'Année 2012	sans gélatine	sans conservateur	sans-conservateur	saveur-de-l-annee-2012	sans-gelatine	FR 35.131.001 CE	fr-35-131-001-ce		hermitage-ille-et-vilaine-france	Normandie	France	Carrefour Market	Crème légère (98%)	 amidon modifié	 stabilisants : pectine	 carraghénane	 émulsifiant : E472e.					2		e440	e472e	0			1		e472e-ester-monoacethyltartrique-de-mono-et-diglycerides-d-acides-gras	Crèmes fraîches	http://fr.openfoodfacts.org/images/products/315/525/000/4562/front.3.400.jpg	http://fr.openfoodfacts.org/images/products/315/525/000/4562/front.3.200.jpg	582	2.6	5.5				12																																																																																								
3270190025542	http://fr.openfoodfacts.org/produit/3270190025542	manu1400	1341161096	1346879880	Crème légère sucrée sous pression - Carrefour light	Crème légère sucrée sous pression stérilisée UHT à 18% de mat. gr.	250g			Carrefour Light	carrefour-light	crème chantilly	chantilly	produits-laitiers	cremes	cremes-chantilly	Belgique	belgique			BE CO 368 EG	be-co-368-eg			Eure-et-Loir	France	Carrefour	Crème légère 92.4%	 sucre 7%	 émulsifiant : mono- et diglycerides d'acides gras de palme	 stabilisants : alginate de sodium et carraghénanes	 arôme naturel de vanille	 gaz propulseur : protoxyde d'azote			25g		4		e471	e401	e942	e407	0			1		e471-mono-et-diglycerides-d-acides-gras-alimentaires	Crèmes			936			11.2			19.2	12								0.08																																																																																				
3596710247783	http://fr.openfoodfacts.org/produit/3596710247783	nounours	1340098892	1346879817	Crême légère  - sucrée et vanillé	Crême fraiche sucrée et vanillée sous pression stérilisée UHT	250 g.	métal	flacon (dit bombe) sous pression	metal	flacon-dit-bombe-sous-pression	Auchan	auchan	Crème fraiche sous pression	crème chantilly	Chantilly	produits-laitiers	cremes	cremes-chantilly	creme-fraiche-sous-pression	Belgique	belgique			BE CO 368 EG	be-co-368-eg			33170 Gradignan	France	Simply	crème à 20% de matière grasse (92.2%) - sucre (7%) - émulsifiant: mono et diglycérides d'acides gras - arôme naturel de vanille - stabilisants: alginate de sodium	 carraghénanes.    gaz propulseur : protoxyde d'azote			20g	 1 cuillère à soupe		4		e471	e401	e407	e942	0			1		e471-mono-et-diglycerides-d-acides-gras-alimentaires	Crèmes	http://fr.openfoodfacts.org/images/products/359/671/024/7783/front.13.400.jpg	http://fr.openfoodfacts.org/images/products/359/671/024/7783/front.13.200.jpg	920	2.6	10.6	10.6			18.6	11.5							0	0.03																																																																																			
3350031666742	http://fr.openfoodfacts.org/produit/3350031666742	sofirou	1361698668	1361731209	Crêpes dentelle	Crêpes dentelle recette de Quimper	80g	carton	carton	Monoprix goumret	monoprix-goumret	biscuits	biscuits	Pont-Aven	Finistère	France	pont-aven	finistere	france			EMB 217A	emb-217a			Paris	France	Monoprix	Farine de blé	 sucre	 lait concentré sucré	 caramel	 beurre pâtissier (dont colorant : E160a	 huile de coprah	 sel	 jaune d'œufs en poudre - émulsifiant : E322.  	Protéines	Fibres alimentaires	proteines	fibres-alimentaires	8g (2 crêpes)		3		e150a	e160a	e322	0			1		e160a-beta-carotene	Biscuits	http://fr.openfoodfacts.org/images/products/335/003/166/6742/front.11.400.jpg	http://fr.openfoodfacts.org/images/products/335/003/166/6742/front.11.200.jpg	1889	6	76	37			13	9.5							1.8	0.04																																																																																
3178050027296	http://fr.openfoodfacts.org/produit/3178050027296	lilimarti	1332276085	1353541669	Culinesse	Culinesse planta fin	500ml	bouteille	bouteille	Planta fin	Unilever	planta-fin	unilever													huiles végétales hydrogénées	 eau	 sel 1.5%	 émulsifiant : lécithine de soja	 arôme	 acidifiant : acide citrique	 colorant : bêta-carotène	 vitamine A	 vitamine D					2		e322	e330	0			2		huile-vegetale	e160a-beta-carotene		http://fr.openfoodfacts.org/images/products/317/805/002/7296/front.8.400.jpg	http://fr.openfoodfacts.org/images/products/317/805/002/7296/front.8.200.jpg	2759	0.1	0.1	0.1			74	7.5							0	0.53		0.00072	0.000006	0.008																																																																																
20201791	http://fr.openfoodfacts.org/produit/20201791	fabien	1361908643	1362230372	Céréales Master Crumble  fruits secs	Pépites de céréales croustillantes aux fruits secs	600 g - 10 portions de 60 g	sachet plastique	étui carton	sachet-plastique	etui-carton	Master Crumble	master-crumble	Céréales	Céréales petit-déjeuner	petit-dejeuner	cereales	cereales-pour-petit-dejeuner	Belgique	belgique									flocons d'avoine	 raisins secs (16.3%)	 sucre	 boules extrudées de maïs et de riz (semoule de maïs	 semoule de riz	 farine de blé	 sucre	 malt d'orge	 sel	 colorant: caramel ordinaire)	 huile végétale	 chips de banane (4.5%)(bananes	 huile végétale	 sucre	 miel)	 noix de coco (4.5%)	 corn flakes (farine de maïs	 sucre	 sel	 malt d'orge	 émulsifiant : lécithine de tournesol)	 sirop de glucose	 pommes déshydratées (1.7%) (contient des sulfites)	 farine de riz	 farine de blé	 malt d'orge	 miel	 sel	 arôme naturel de vanille	 arôme naturel	 cannelle.	fruits à coque	sésame	lupin	lait	soja	résidus de tiges	fruits-a-coque	sesame	lupin	lait	soja	residus-de-tiges	60 g		2		e150a	e322	0			1		huile-vegetale	Céréales pour petit-déjeuner	http://fr.openfoodfacts.org/images/products/20201791/front.14.400.jpg	http://fr.openfoodfacts.org/images/products/20201791/front.14.200.jpg	1870	8.7	66	25			15	6.7							5.6	0.08																																																		
3250390146063	http://fr.openfoodfacts.org/produit/3250390146063	boljo	1339541406	1353583415	Céréales Muesli 3 chocolats	Céréales Muesli	500 g	Sous-vide	carton	sous-vide	carton	Chabrior	Sélection Intermarché	chabrior	selection-intermarche	Mueslis	petit-dejeuner	cereales-pour-petit-dejeuner	mueslis											Céréales 58% (flocons d'avoine	 céréales croustillantes (farine de riz	 malt de blé)	 germe de blé	 farine de blé)	 sucre	 pépites de chocolat 15%	 chocolat noir (pâte de cacao	 sucre	 beurre de cacao	 graisse butyrique	 émulsifiant : lécithine de soja	 vanille) (cacao : 54% minimum)	 chocolat au lait (sucre	 beurre de cacao	 poudre de lait entier	 pâte de cacao	 poudre de lactosérum	 lactose	 émulsifiant : lécithine de soja	 vanille). Cacao : 36 % minimum)	 chocolat blanc (sucre	 beurre de cacao	 poudre de lait entier	 poudre de lactosérum	 lactose	 émulsifiant : lécithine de soja	 vanille) (cacao : 29% minimum))	 sirop de glucose	 huile de palme	 miel	 sel	 arôme	 caramel.	arachide	fruits à coque	arachide	fruits-a-coque	40 g		2		e322	e150a	1		huile-de-palme	0			Mueslis	http://fr.openfoodfacts.org/images/products/325/039/014/6063/front.3.400.jpg	http://fr.openfoodfacts.org/images/products/325/039/014/6063/front.3.200.jpg	1921	8.9	66	25.8			17.5	8.7							3.7	0.17																																																						
3165440008935	http://fr.openfoodfacts.org/produit/3165440008935	elia	1350813304	1350821366	Céréales Méditerranéennes avec une pointe de persillade	Préparation précuite à base de blé dur	 d'autres céréales et d'huile d'olive vierge extra	400 g	Boîte	Carton	boite	carton	Tipiak	tipiak	Mélange de céréales précuites	melange-de-cereales-precuites									Quimper	France	Leclerc	Semoule de blé dur précuite (66 %)	 semoule de maïs précuite (9	7 %)	 flocons d'orge (3 %)	 arômes	 persillade 2	8 % (ail 1	8 %	 persil 1 %)	 farine de blé	 flocons d'épeautre (1 %)	 tomates déshydratées (1 %)	 poivrons rouges déshydratés (1 %)	 huile d'olive vierge extra (1 %)	 huile végétale (tournesol ou colza)	 arôme naturel	 sel	 cannelle (0	2 %)	 herbes de Provence.					0			0			1		huile-vegetale	Melange-de-cereales-precuites	http://fr.openfoodfacts.org/images/products/316/544/000/8935/front.6.400.jpg	http://fr.openfoodfacts.org/images/products/316/544/000/8935/front.6.200.jpg	1587	11.8	75.7				2.7																																																																																		
3033710062034	http://fr.openfoodfacts.org/produit/3033710062034	marcussacapuces91	1363675646	1363722237	Céréales Nesquik		375 g	Carton	carton	Nestlé	Nesquik	nestle	nesquik											Ballancourt sur Essonne	France	Carrefour Market	Céréales 65	1% (farine de blé complet 44	7%	 semoule de maïs	 farine de riz)	 chocolat en poudre 19% (sucre	 cacao en poudre)	 sirop de glucose	 sucre	 huile végétale	 cacao maigre en poudre	 sel	 dextrose	 arômes	 correcteur d'acidité	 phosphate de sodium.  Vitamines (D	 PP	 B5	 B6	 B2	 B1	 B9) et minéraux (carbonate de calcium	 fer)	lait	arachides	amandes	Fruits à coque	lait	arachides	amandes	fruits-a-coque			1		e170	0			1		huile-vegetale		http://fr.openfoodfacts.org/images/products/303/371/006/2034/front.8.400.jpg	http://fr.openfoodfacts.org/images/products/303/371/006/2034/front.8.200.jpg																																																																																	
3263851505118	http://fr.openfoodfacts.org/produit/3263851505118	boljo	1339538458	1353582884	Céréales chocolat fourrées chocolat	Céréales	500 g	Sous-vide	sous-vide	Leader Price	leader-price	Céréales pour petit-déjeuner	petit-dejeuner	cereales-pour-petit-dejeuner											Céréales 44% (semoule de riz	 farine de blé complet 14%	 farine d'avoine)	 fourrage chocolat 40% (sucre	 huile végétale (tournesol - coprah)	 lactosérum en poudre	 chocolat 5	4% (sucre	 cacao en poudre	 beurre de cacao)	 noisettes	 émulsifiant : lécithine de soja	 arôme)	chocolat en poudre 10% (sucre	 cacao en poudre)	 son de blé	 lait entier en poudre	 sucre	 vitamines : niacine (PP)	 vitamine E	 vitamine B6	 riboflavine (B2)	 thiamine (B1)	 folacine (B9)	 vitamine B12	 fer	 sel.	arachides	fruits à coque	graines à sésame	arachides	fruits-a-coque	graines-a-sesame	30 g		4		e322	e375	e306	e101	0			1		huile-vegetale	Céréales pour petit-déjeuner	http://fr.openfoodfacts.org/images/products/326/385/150/5118/front.3.400.jpg	http://fr.openfoodfacts.org/images/products/326/385/150/5118/front.3.200.jpg	1880	7.33	66.7	33.3			16.3	5.67							5.33	0.3				0.01			0.0009	0.0012	0.0133	0.0012	0.000166	0.0000021																																																		
3182280056452	http://fr.openfoodfacts.org/produit/3182280056452	grdscarabe	1351938245	1351963926	Danao Orange Mangue	Boisson pasteurisée au jus de fruits	 à base de jus concentrés et au lait écrémé	1l	brique en carton	brique-en-carton	Danao	danao	Jus de fruits	boissons	jus-et-nectars-de-fruits	jus-de-fruits									France		Eau de source	 jus de fruits à base de concentrés 24% (orange 16%	 mangue 8%)	 lait écrémé 16	5%	 sucre	 stabilisant : pectine de fruit	 acidifiant : acide citrique	 colorant : ß-carotène	 vitamine C	 arômes.	Peut contenir du soja.	peut-contenir-du-soja	100 ml		4		e440	e330	e160a	e300	0			1		e160a-beta-carotene	Jus de fruits	http://fr.openfoodfacts.org/images/products/318/228/005/6452/front.14.400.jpg	http://fr.openfoodfacts.org/images/products/318/228/005/6452/front.14.200.jpg	222																																																																																															
3033490213664	http://fr.openfoodfacts.org/produit/3033490213664	loupiludo	1351183306	1351264558	Danette Crousti 3 Choco	Yahourt à la vanille	468g (4x117g)	Pot plastique	pot-plastique	Danone	Danette	danone	danette	Yahourt	produits-laitiers	yaourts	FRANCE	france			FR 14.370.001 CE	fr-14-370-001-ce		molay-littry-calvados-france	Clichy	France	LECLERC	Crème dessert : lait entier et lait en poudre (85	5%)	 sucre	 épaississants (E1442	 E407)	 lactose	 arôme	 amidon	 sel	 colorant : E160a  Billes soufflées enrobées de 3 chocolats : billes soufflées 39	9%(farine de blé	 sucre	 malt	 poudre à lever : E500	 huile de tournesol	 sel	 dextrose)	 chocolat 20% (pâte de cacao	 sucre	 beurre de cacao	 émulsifiant : lécithine de soja	 arôme)	 chocolat au lait 20% (sucre	 beurre de cacao	 poudre de lait entier	 pâte de cacao	 émulsifiant : lécithine de soja	 arôme)	 chocolat blanc 20% (sucre	 beurre de cacao	 poudre de lait entier	 poudre de lactosérum	 émulsifiant : lécithine de soja	 arôme)	 agent d'enrobage : E904	amandes	pistache	noix	sésame	noisettes	amandes	pistache	noix	sesame	noisettes	117g		6		e1442	e407	e160a	e500	e322	e904	0			1		e160a-beta-carotene	Yaourts	http://fr.openfoodfacts.org/images/products/303/349/021/3664/front.6.400.jpg	http://fr.openfoodfacts.org/images/products/303/349/021/3664/front.6.200.jpg	580	3.5	21.1	17.3			4.3	2.8							0.3	0.06	0																																												
6194002510316	http://fr.openfoodfacts.org/produit/6194002510316	amine	1358606687	1358658903	Dcroc Gôut Noisette	Gaufrette à la crème gout noisette	110 g	frais	sec	frais	sec	Kif	Dcroc	kif	dcroc	Gaufrettes	Biscuits	biscuits	gaufres	gaufrettes	Tunisie	tunisie							Tunisie		Graisses végétales (Coprah	 Palme)	 Farine de blé	 Sucre	 Lactosérum en poudre	 Lait en poudre	 Dextrose	 Cacao en poudre	 Amidon de maïs	 Pâte de noisette	 Arômes identiques nature	 Emulsifiant (E471)	 Lecithine de soja (E322)	 Poudres à lever (E500	 E330	 E504	 E503)	 Sel					6		e471	e322	e500	e330	e504	e503	1		huile-de-palme	1		e471-mono-et-diglycerides-d-acides-gras-alimentaires	Gaufres	http://fr.openfoodfacts.org/images/products/619/400/251/0316/front.5.400.jpg	http://fr.openfoodfacts.org/images/products/619/400/251/0316/front.5.200.jpg	2355.59	6.01	56.9				34.76																																																																												
20438982	http://fr.openfoodfacts.org/produit/20438982	firepowi	1364073433	1364074998	Deluxe Pâte À Tartiner Caramel Toffeepasta	pâte à tartiner au caramel	200 g	Verre	verre	Deluxe	deluxe	pâte à tartiner au caramel	pate-a-tartiner-au-caramel									Montceau-Les-Mines	France	Lidl	Sucre	 huile végétale	 lactose (issu du lait)	 poudre de lactosérum sucré (issu du lait)	 sirop de sucre caramélisé (1.5%)(sucre caramélisé	 maltodextrine)	 émulsifiant : lécithine de tournesol 	 arôme naturel	 extrait colorant de plante (extrait de paprika	 huile végétale).	fruit à coque	soja	fruit-a-coque	soja			2		e322	e160c	0			1		huile-vegetale	Pate-a-tartiner-au-caramel	http://fr.openfoodfacts.org/images/products/20438982/front.17.400.jpg	http://fr.openfoodfacts.org/images/products/20438982/front.17.200.jpg																																																																																																			
4062800003342	http://fr.openfoodfacts.org/produit/4062800003342	hommedanslalune	1357467850	1363712725	Dessert cacao gout vanille	Préparation au lait entier à la crème et à la vanille	150 g	Plastique	Pot	plastique	pot	Omira milch	omira-milch	dessert lacté	dessert-lacte	Allemagne	allemagne			DE BY 104 EG	de-by-104-eg			Villecresnes	Dia	Lait entier (71%)	 crème (11%)	 sucre	 amidon transformé de maïs	 cacao maigre en poudre (1	1%)	 lait écrémé en poudre	 épaississants :E407	 E440	 arôme	 colorant : bêta-carotène.					2		e407	e440	0			1		e160a-beta-carotene	Dessert-lacte	http://fr.openfoodfacts.org/images/products/406/280/000/3342/front.3.400.jpg	http://fr.openfoodfacts.org/images/products/406/280/000/3342/front.3.200.jpg																																																																																																			
3017760012379	http://fr.openfoodfacts.org/produit/3017760012379	pripri	1336734668	1350283914	Dinosaurus	Biscuits aux céréales nappés au chocolat	225g	Paquet carton contenant 4 sachet de 3 biscuits.	Carton	paquet-carton-contenant-4-sachet-de-3-biscuits	carton	LU	Kraft Foods	lu	kraft-foods	Biscuit	Biscuits au chocolat	biscuits	biscuits-au-chocolat	France	france									Céréales 49	1% : farine de blé	 farine de seigle	 farine complète de blé.  Chocolat 22% : sucre	 pâte et beurre de cacao	 lactose et protéines de lait	 matière grasse végétale	 huile de beurre	 arôme	 émulsifiant : lécithine de soja.  Sucre	 matière grasse végétale	 oeufs	 sel	 lait écrémé en poudre	 poudre à lever : carbonate acide de sodium	 carbonate acide d'ammonium	 levure en poudre	 arôme	 lactose et protéines de lait.	Gluten	blé	oeuf	soja	lait	sésame	gluten	ble	oeuf	soja	lait	sesame	1 biscuit 18	7g		3		e322	e500	e503	0			1		huile-vegetale	Biscuits au chocolat	http://fr.openfoodfacts.org/images/products/301/776/001/2379/front.5.400.jpg	http://fr.openfoodfacts.org/images/products/301/776/001/2379/front.5.200.jpg	497	6.42	64.2	30.5			12.3	12.3							3.21	0.374																																																											
3297560146072	http://fr.openfoodfacts.org/produit/3297560146072	minouche	1343401203	1349207131	Dolce vita Mousse	Mousse chocolat noir	81 Cl	Carton	Plastique	carton	plastique	Yoplait	yoplait	Dessert lacté	Mousse au chocolat	desserts	desserts-au-chocolat	mousses-au-chocolat	dessert-lacte	Saint Pierre	Ile de la Réunion	France	saint-pierre	ile-de-la-reunion	france			FR 97.416.004 CE	fr-97-416-004-ce		saint-pierre-la-reunion-france	Saint Paul	Ile de la Réunion	France	Score	Lait partiellement reconstitué enrichi en extrait sec	 sucre	 matière grasse laitière	 cacao : 6	1 %	 chocolat 3.0% (pâte de cacao	 sucre	 émulsifiant : lécithine de soja	 arôme)	 gélifiants (gélatine alimentaire	 gomme de guar)	 émulsifiant (E472b)	 stabilisant (E500)	Soja	soja	13	5 cl		5		e322	e428	e412	e472b	e500	0			1		e472b-ester-diacetyl-lactique-de-mono-et-diglycerides-d-acides-gras	Desserts	http://fr.openfoodfacts.org/images/products/329/756/014/6072/front.3.400.jpg	http://fr.openfoodfacts.org/images/products/329/756/014/6072/front.3.200.jpg																																																																																			
201691018699	http://fr.openfoodfacts.org/produit/0201691018699	manu1400	1344799077	1344799546	Doony's chocolat x4	Donuts	220g	boite plastique	produit décongelé	boite-plastique	produit-decongele	Géant Casino	geant-casino	Gateau	gateaux									28112 Lucé	France	Géant Casino	pâte (farine de blé	 huiles et matières grasses végétales	 eau	 dextrose	 levure	 sucre	 farine de soja	 sel	 poudre à lever : E500ii	 E450i	 émulsifiants : E472e	 E481	 E471	 poudre de lait écrémé	 poudre de lactosérum	 arôme	 colorant : E160a	 agent de traitement de la farine : acide ascorbique)	 nappage et vermicelles chocolat au lait 20% (sucre	 pâte de cacao	 beurre de cacao	 poudre de soja	 E476	 arômes)	céréales	oeuf	lait	arachide	fruits à coque	sésame	soja	produits à base de ces ingrédients	sulfites	cereales	oeuf	lait	arachide	fruits-a-coque	sesame	soja	produits-a-base-de-ces-ingredients	sulfites			8		e500	e450	e472e	e481	e471	e160a	e300	e476	0			5		e472e-ester-monoacethyltartrique-de-mono-et-diglycerides-d-acides-gras	e481-stearoyl-2-lactylate-de-sodium	e471-mono-et-diglycerides-d-acides-gras-alimentaires	e160a-beta-carotene	huile-vegetale	Gâteaux																																																													
7622300609993	http://fr.openfoodfacts.org/produit/7622300609993	crokmou	1337956372	1341055199	Dosettes Milka au lait	Dosettes de chocolat au lait	164	5g	Boite en carton avec à l'intérieur 7 dosettes de lait et 7 sticks de préparation instantanée	Boite en carton	boite-en-carton-avec-a-l-interieur-7-dosettes-de-lait-et-7-sticks-de-preparation-instantanee	boite-en-carton	Milka	Kraft foods	milka	kraft-foods	Boisson	Petit-déjeuner	Boissons chaudes	Produits laitiers	boissons	produits-laitiers	boissons-chaudes	petit-dejeuner											Stick de préparation instantanée (Sucre	 cacao en poudre fortement dégraissé 10	7%	 lactosérum en poudre	 sirop de glucose	 lait écrémé en poudre 9%	 huile végétale hydrogénée	 arôme	 anti-agglomérant (E341)	 protéines de lait	 sel	 lactose	 colorant (E160a)	 épaississant (E466)	 émulsifiant (E471)	 stabilisant (E340))  Dosette de lait (100% lait écrémé en poudre)	Lait	lait	23	5g		5		e341	e160a	e466	e471	e340	0			3		huile-vegetale	e160a-beta-carotene	e471-mono-et-diglycerides-d-acides-gras-alimentaires	Boissons chaudes	http://fr.openfoodfacts.org/images/products/762/230/060/9993/front.5.400.jpg	http://fr.openfoodfacts.org/images/products/762/230/060/9993/front.5.200.jpg	1660	12.3	70.2	63.8			5.53	4.26							3.4	0.766																																																															
8712566425976	http://fr.openfoodfacts.org/produit/8712566425976	andre	1363175655	1363226954	Douceur à l'Italienne tomates	 mozzarella	Soupe tomates	 mozzarella	2 X 1 litre	Boite carton	boite-carton	Knorr	Unilever	knorr	unilever	Soupes	Velouté	plats-prepares	soupes	veloutes	France	france	sans exhausteurs de goût	sans colorant artificiel	sans-colorant-artificiel	sans-exhausteurs-de-gout					Muzillac	Carrefour	Légumes : 57% (tomate 54%	 oignon)	 eau	 crème fraîche	 amidon moche. sucre mozzarella 	 l	5%	 vinaigre dont vinaigre balsamique (vinaigre de vin	 moût de raisin huile d'olive vierge extra: 1%	 beurre	 sel	 épices et aromates (ail	 basilic	 poivre	 estragon	 laurier	 clou de girofle	 noix de muscade)	 fromage	 acidifiant : acide lactique	 lactosérum	 maltodextrine	 matière grasse végétale 	blé	céleri	oeuf	ble	celeri	oeuf			1		e270	0			1		huile-vegetale	Veloutés	http://fr.openfoodfacts.org/images/products/871/256/642/5976/front.7.400.jpg	http://fr.openfoodfacts.org/images/products/871/256/642/5976/front.7.200.jpg	300	1	6	4			4.5	2.5							0.5	0.33																																																													
